id_producto,nombre_producto,categoria,fecha,stock_inicial,cantidad_ingresada,cantidad_egresada,stock_final,stock_minimo,proveedor,tiempo_reposicion_dias,estado_stock
223,SKT TORN ALLEN C/CIL. 12.9 M12X100,Hidraulico,2025-05-22,38.0,12,30.0,20,40.0,Proveedor C,7.0,critico
224,"TAPA PARA BORNE BPN-2,5-04/06/",Mecanica,2025-04-17,129.0,0,26.0,103,33.0,Proveedor C,11.0,ok
225,cable blindado ,Electrico,2025-01-05,194.0,26,7.0,213,24.0,Proveedor B,1.0,ok
226,"CONECTOR RECTO M. 1/2"" ZOLODA",Hidraulico,2025-06-12,113.0,14,19.0,108,16.0,Proveedor C,3.0,ok
227,ROD. BOLAS ZEN 7204-B-2RS,Electrico,2025-03-02,171.0,14,20.0,165,37.0,Proveedor A,2.0,ok
228,tubo 40x40x2,Mecanica,2025-03-15,78.0,21,29.0,70,20.0,Proveedor B,11.0,ok
229,LAMPARA LED HIGHBAY 200 W,Mecanica,2025-05-05,20.0,0,23.0,-3,31.0,Proveedor C,11.0,critico
230,tuerca autofrenante m4,Electrico,2025-06-24,145.0,17,6.0,156,30.0,Proveedor B,8.0,ok
231,"Tuerca met 8*1,25",Electrico,2025-01-12,32.0,27,21.0,38,44.0,Proveedor C,7.0,critico
232,alambre aluminio 5356 sold mig,Electrico,2025-02-25,194.0,14,26.0,182,44.0,Proveedor C,10.0,ok
233,RODAMIENTO UCT204,Herramientas,2025-01-13,21.0,26,34.0,13,29.0,Proveedor C,3.0,critico
234,allen cabeza tanque ,Hidraulico,2025-03-05,30.0,12,23.0,19,28.0,Proveedor B,1.0,critico
235,BASCULANTE DIAM. 50 MACHO,Electrico,2025-02-20,174.0,16,15.0,175,10.0,Proveedor B,8.0,ok
236,"F Servomotor 400W 3000RPM 1,27Nm F",Hidraulico,2025-01-24,30.0,22,6.0,46,46.0,Proveedor A,14.0,critico
237,PULSADOR RASANTE METALICO NEGRO,Electrico,2025-02-27,147.0,10,31.0,126,10.0,Proveedor C,1.0,ok
238,"BRONCE SAE68 RED. 500,00 X 120MM",Herramientas,2025-04-24,173.0,11,11.0,173,46.0,Proveedor B,2.0,ok
239,"CABLE UNITONIC FD CY 4X0,34mm",Hidraulico,2025-06-25,73.0,11,28.0,56,10.0,Proveedor C,12.0,ok
240,barriles de 50 litr,Electrico,2025-01-22,195.0,19,25.0,189,26.0,Proveedor A,7.0,ok
241,GRAMPAS PVC PARA CAÑO DE 25,Herramientas,2025-05-16,192.0,9,20.0,181,34.0,Proveedor A,11.0,ok
242,motor 1hp,Herramientas,2025-02-07,58.0,24,15.0,67,25.0,Proveedor A,14.0,ok
243,"caño 30x30x1,2 ",Electrico,2025-05-04,108.0,19,6.0,121,18.0,Proveedor A,13.0,ok
244,Desoxidante zeocar x 5Lts,Herramientas,2025-03-03,148.0,23,4.0,167,19.0,Proveedor B,7.0,ok
245,BANDA MOD 10000 ANCHO 420 MM,Herramientas,2025-04-13,106.0,17,7.0,116,12.0,Proveedor A,1.0,ok
246,bobina queen 25 d/h,Herramientas,2025-02-12,88.0,8,20.0,76,15.0,Proveedor B,4.0,ok
247,ELECTRODOS DE TUNGSTENO 2.4mmX175mm,Mecanica,2025-04-24,150.0,12,17.0,145,27.0,Proveedor C,12.0,ok
248,masiso trafilado diam 20 ,Categoria desconocida,2025-05-07,32.0,9,15.0,26,36.0,Proveedor A,6.0,critico
249,SILENCIADOR 1/8 A*,Mecanica,2025-03-30,169.0,21,12.0,178,24.0,Proveedor B,6.0,ok
250,"Mecha dormer a100 diam.5,00",Electrico,2025-03-25,92.0,17,28.0,81,39.0,Proveedor A,12.0,ok
251,INSERTO WNMG 080408-MM,Electrico,2025-03-30,39.0,16,17.0,38,24.0,Proveedor A,13.0,ok
252,selectora metalica de 2 posiciones ,Mecanica,2025-04-09,97.0,16,15.0,98,33.0,Proveedor A,10.0,ok
253,PULSADOR RASANTE METALICOS ROJO,Mecanica,2025-02-17,26.0,25,27.0,24,30.0,Proveedor C,7.0,critico
254,5a42 valvula accionamiento neumatico 5/2 ,Electrico,2025-05-07,71.0,6,12.0,65,27.0,Proveedor C,11.0,ok
255,BARRA LAATON RED 30.00X500MM,Mecanica,2025-02-03,22.0,7,15.0,14,43.0,Proveedor B,3.0,critico
256,limpiamanos  industrial x 5 litr,Herramientas,2025-05-26,82.0,14,15.0,81,15.0,Proveedor A,4.0,ok
257,BOQUILLA 220671 45A,Mecanica,2025-01-01,170.0,19,23.0,166,31.0,Proveedor B,3.0,ok
258,servo drive a5 1.5kw c,Herramientas,2025-01-29,44.0,6,4.0,46,43.0,Proveedor C,7.0,bajo
259,macizo retificado d 12 para eje lineal ,Mecanica,2025-04-21,149.0,19,13.0,155,26.0,Proveedor C,10.0,ok
260,CORTE LASER 3M,Hidraulico,2025-01-26,58.0,13,19.0,52,48.0,Proveedor B,8.0,bajo
261,masiso trafilado diam 20 ,Electrico,2025-03-20,115.0,26,19.0,122,40.0,Proveedor A,2.0,ok
262,ARANDELA PLANA MET 6 304,Herramientas,2025-03-07,126.0,26,45.0,107,31.0,Proveedor C,13.0,ok
263,Tornillos autoperforantes de 8x3/4,Mecanica,2025-05-22,164.0,25,5.0,184,21.0,Proveedor C,1.0,ok
264,PERFIL PISTA L CLIP PIAZ,Mecanica,2025-04-05,40.0,16,12.0,44,38.0,Proveedor A,14.0,bajo
265,Borne de puesta a tierra p/conduct. 4mm,Electrico,2025-03-14,56.0,30,14.0,72,44.0,Proveedor A,11.0,ok
266,Tuerca autofrenante metrica 12 304,Hidraulico,2025-05-12,103.0,27,38.0,92,30.0,Proveedor A,12.0,ok
267,FUENTE SWITCHING 24V-5A-120W,Mecanica,2025-06-23,52.0,26,32.0,46,37.0,Proveedor B,6.0,bajo
268,bulon exag  6x20,Herramientas,2025-06-24,105.0,20,9.0,116,45.0,Proveedor B,10.0,ok
269,conjunto piezas ,Mecanica,2025-01-29,110.0,26,34.0,102,37.0,Proveedor B,1.0,ok
270,ef clean,Electrico,2025-06-02,54.0,20,23.0,51,19.0,Proveedor C,3.0,ok
271,FRESA 4C. MD S944 6.00mm,Herramientas,2025-03-11,57.0,12,12.0,57,36.0,Proveedor B,1.0,ok
272,BISAGRAS PLASTICAS PARA GABINETE 49X22,Mecanica,2025-03-25,134.0,24,7.0,151,31.0,Proveedor B,12.0,ok
273,tornillo allen  m4x6 ,Electrico,2025-03-05,21.0,0,6.0,15,15.0,Proveedor C,6.0,critico
274,racor codo 1/8 6,Herramientas,2025-01-20,141.0,3,7.0,137,27.0,Proveedor C,9.0,ok
275,strech virgen  negro ,Hidraulico,2025-02-12,110.0,29,16.0,123,45.0,Proveedor C,1.0,ok
276,BULON C/EXAGONAL MET 10X30 304,Hidraulico,2025-02-15,98.0,14,20.0,92,16.0,Proveedor B,8.0,ok
277,BASCULANTE HEMBRA DIAM. 32 T,Hidraulico,2025-03-14,39.0,24,6.0,57,20.0,Proveedor A,14.0,ok
278,"Reductor de velocidad 63 1 7,5",Hidraulico,2025-02-19,48.0,27,8.0,67,22.0,Proveedor B,13.0,ok
279,cadena portacable ,Hidraulico,2025-03-02,119.0,38,7.0,150,29.0,Proveedor A,5.0,ok
280,"Borne BPN-2,5 p/cab.flex/rig.2,5mm POLIAMIDA",Herramientas,2025-05-20,72.0,3,11.0,64,43.0,Proveedor B,1.0,bajo
281,bulon allen 5x10x20 larg,Mecanica,2025-02-09,52.0,21,17.0,56,48.0,Proveedor C,4.0,bajo
282,ANGULO 1X1/8 6M,Hidraulico,2025-01-31,189.0,15,2.0,202,35.0,Proveedor C,2.0,ok
283,torcha plasma ,Electrico,2025-06-12,66.0,15,6.0,75,13.0,Proveedor C,12.0,ok
284,Mordaza n cruz ⌀10 c/Perilla,Herramientas,2025-04-04,170.0,13,19.0,164,19.0,Proveedor C,13.0,ok
285,f power cable,Herramientas,2025-03-19,158.0,23,28.0,153,34.0,Proveedor C,2.0,ok
286,BULON CAB.EXAG 8X25,Hidraulico,2025-04-07,195.0,23,11.0,207,30.0,Proveedor C,3.0,ok
287,union doble clamp ,Electrico,2025-05-31,73.0,20,31.0,62,40.0,Proveedor B,1.0,ok
288,RESISTENCIA CHIP SMD 1206 2K2,Herramientas,2025-04-24,59.0,13,34.0,38,40.0,Proveedor B,13.0,critico
289,barriles de 50 litr,Electrico,2025-03-17,186.0,7,33.0,160,15.0,Proveedor C,3.0,ok
290,varilla roscada ,Electrico,2025-03-26,41.0,0,30.0,11,31.0,Proveedor B,6.0,critico
291,Gusamillo allen Met 6*10 304,Herramientas,2025-01-13,185.0,24,34.0,175,42.0,Proveedor C,9.0,ok
292,MECHA CENTRO A200 DIAM.3.15X8.0MM-DIN 333A,Herramientas,2025-03-20,139.0,17,24.0,132,43.0,Proveedor B,1.0,ok
293,Perilla ⌀50 V2 +camio,Herramientas,2025-01-13,106.0,14,30.0,90,13.0,Proveedor A,12.0,ok
294,Allen c/cilindric met 6x35 304,Herramientas,2025-02-21,162.0,-397,37.0,146,27.0,Proveedor B,13.0,ok
295,CHAPA LAC HH 1.60X1220X2440(16),Mecanica,2025-04-23,61.0,13,24.0,50,44.0,Proveedor B,1.0,bajo
296,PILOTO OJO DE BUEY ROJO 220V-20MA,Mecanica,2025-02-12,160.0,3,5.0,158,18.0,Proveedor B,2.0,ok
297,banda bimetalica  5-8,Herramientas,2025-04-23,152.0,23,10.0,165,22.0,Proveedor C,7.0,ok
298,Cajaporta Rod 4 agujeros plastica con R.D25 INOX,Herramientas,2025-02-28,91.0,5,22.0,74,15.0,Proveedor B,10.0,ok
299,tuerca autofreb¿nante,Hidraulico,2025-02-18,115.0,3401,29.0,86,46.0,Proveedor B,10.0,ok
300,CAÑO ALUMINIO 40X40X3,Electrico,2025-01-18,117.0,13,28.0,102,26.0,Proveedor B,3.0,ok
301,"RACOR CODO 1/8""-6",Hidraulico,2025-06-16,169.0,15,11.0,173,43.0,Proveedor A,1.0,ok
302,Banda de PY de ancho 350MM y desarrollo 1950MM C/GUIA,Mecanica,2025-05-26,65.0,14,15.0,64,24.0,Proveedor C,8.0,ok
303,"Tuerca met 12*1,75",Electrico,2025-03-16,99.0,16,12.0,103,10.0,Proveedor B,14.0,ok
304,bulon allen 10x19x25,Electrico,2025-02-28,30.0,15,18.0,27,13.0,Proveedor C,10.0,ok
305,Tuerca autofrenante metrica 12 304,Mecanica,2025-05-22,44.0,6,15.0,35,33.0,Proveedor A,6.0,bajo
306,INSERTO CNMG 120408-MM,Herramientas,2025-03-31,63.0,11,1.0,73,28.0,Proveedor A,13.0,ok
307,pasta de soldar ,Electrico,2025-04-02,101.0,7,18.0,90,23.0,Proveedor C,7.0,ok
308,CARRO SLIDER PATIN HGH25CA PARA GUIA HGR25,Electrico,2025-02-05,136.0,17,15.0,138,41.0,Proveedor A,8.0,ok
309,TUERCA EXAG .DORADA 5,Mecanica,2025-01-17,140.0,28,10.0,158,47.0,Proveedor C,10.0,ok
310,ALLEN C/FRESADA MET. 4X30 304,Herramientas,2025-06-20,73.0,8,18.0,63,47.0,Proveedor C,2.0,bajo
311,SKF ROD.BOLAS,Herramientas,2025-03-24,195.0,10,14.0,191,42.0,Proveedor C,11.0,ok
312,LAMPARA LED HIGHBAY 200 W,Hidraulico,2025-04-27,92.0,0,22.0,70,47.0,Proveedor A,1.0,bajo
313,perillas codigo 422,Electrico,2025-01-09,143.0,3,0.0,146,11.0,Proveedor B,14.0,ok
314,C-SKT TORN ALLEN C/FRE C M6X12 1.00,Electrico,2025-02-25,102.0,10,20.0,92,17.0,Proveedor B,10.0,ok
315,tubo germicida 30 w,Hidraulico,2025-01-05,55.0,14,31.0,38,38.0,Proveedor C,4.0,critico
316,Reparacion banda PU,Electrico,2025-01-05,142.0,12,32.0,122,39.0,Proveedor B,13.0,ok
317,TUERCA 5/8 304,Herramientas,2025-04-11,54.0,7,1.0,60,10.0,Proveedor C,6.0,ok
318,bronce red 50x120mm,Hidraulico,2025-03-25,170.0,9,17.0,162,46.0,Proveedor A,1.0,ok
319,"Reductor de velocidad 50 1 7,5",Mecanica,2025-01-25,106.0,0,0.0,106,39.0,Proveedor A,4.0,ok
320,barra rect diam 16,Electrico,2025-04-12,117.0,8,34.0,91,12.0,Proveedor C,6.0,ok
321,"borne rojo de 2,5",Herramientas,2025-04-28,129.0,10,18.0,121,37.0,Proveedor B,8.0,ok
322,redondo trafilado 304 10 mm,Mecanica,2025-05-26,82.0,22,0.0,104,18.0,Proveedor B,10.0,ok
323,CORTE LASER CON PLIEGUE,Electrico,2025-03-29,75.0,24,6.0,93,13.0,Proveedor A,14.0,ok
324,PERFILES L PARA BANDA CURVA (NOLY),Electrico,2025-06-22,144.0,4,31.0,117,23.0,Proveedor C,7.0,ok
325,ultra slim clamp,Electrico,2025-04-26,61.0,13,14.0,60,12.0,Proveedor B,8.0,ok
326,"Borne BPN-2,5 p/cab.flex/rig.2,5mm rojo",Mecanica,2025-05-29,70.0,17,36.0,51,43.0,Proveedor A,12.0,bajo
327,Pulsador metálico rasante p65 NO Verde,Herramientas,2025-01-11,64.0,0,24.0,40,36.0,Proveedor C,4.0,bajo
328,BISELADA M5X11 ZINC,Herramientas,2025-05-08,96.0,20,36.0,80,12.0,Proveedor C,13.0,ok
329,barriles de 50 litr,Herramientas,2025-06-20,50.0,29,33.0,46,27.0,Proveedor B,10.0,ok
330,borne de paso ,Electrico,2025-01-13,60.0,12,23.0,49,32.0,Proveedor B,10.0,ok
331,tucteno punta dorada,Hidraulico,2025-05-11,147.0,13,18.0,142,18.0,Proveedor B,14.0,ok
332,tuerca m16 autofre ,Hidraulico,2025-05-01,190.0,19,28.0,181,15.0,Proveedor C,12.0,ok
333,ENGRANAJES Y CREMALLERA P/PB25,Hidraulico,2025-01-13,56.0,18,26.0,48,18.0,Proveedor A,11.0,ok
334,separadores mecanizados,Herramientas,2025-06-10,130.0,20,19.0,131,22.0,Proveedor C,8.0,ok
335,CHAP 304 2.0X1000X2000 PVC,Herramientas,2025-01-17,22.0,10,26.0,6,24.0,Proveedor A,1.0,critico
336,ALLEN C/CILINDRIC MET 16X30,Mecanica,2025-05-18,24.0,19,15.0,28,13.0,Proveedor A,1.0,ok
337,Tester,Mecanica,2025-02-07,23.0,16,29.0,10,48.0,Proveedor A,13.0,critico
338,cable de 1 x 1 mm ROJO,Electrico,2025-06-16,167.0,18,31.0,154,48.0,Proveedor C,4.0,ok
339,Osciloscopio,Herramientas,2025-06-14,101.0,21,12.0,110,46.0,Proveedor B,1.0,ok
340,ucf 205 inox x25mm,Hidraulico,2025-03-12,74.0,19,24.0,69,33.0,Proveedor C,13.0,ok
341,ALLEN CAB/BOTON MET 6X10 304,Electrico,2025-03-12,47.0,25,21.0,51,21.0,Proveedor A,4.0,ok
342,"REGULADOR CAUDAL 8X1/4""",Hidraulico,2025-01-21,131.0,14,25.0,120,46.0,Proveedor C,4.0,ok
343,power cable ,Herramientas,2025-02-11,165.0,19,11.0,173,21.0,Proveedor B,,ok
344,"banda metalica inox paso 8,35",Hidraulico,2025-05-15,180.0,33,18.0,195,21.0,Proveedor B,12.0,ok
345,BASCULANTE HEMBRA DIAM. 32 T,Hidraulico,2025-04-28,137.0,13,9.0,141,16.0,Proveedor B,1.0,ok
346,Placa de Pa6#25x180x220mm,Hidraulico,2025-02-22,155.0,13,31.0,137,25.0,Proveedor B,4.0,ok
347,soporte shf para barra 25,Electrico,2025-03-11,198.0,2,27.0,173,27.0,Proveedor A,11.0,ok
348,ucfa 205inox x25 mm,Mecanica,2025-02-22,69.0,17,0.0,86,26.0,Proveedor B,14.0,ok
349,arandela plana 5/8,Herramientas,2025-06-18,182.0,18,24.0,176,48.0,Proveedor B,4.0,ok
350,CABLES USB PARA TAB.,Mecanica,2025-02-22,29.0,24,5.0,48,25.0,Proveedor A,3.0,ok
351,Llaves termomagneticas unipolareas 5Amperes 2 cajas,Herramientas,2025-06-13,115.0,11,19.0,107,21.0,Proveedor C,10.0,ok
352,transistor cont a.v 6c1 pulsos av 4 po,Hidraulico,2025-02-22,50.0,18,22.0,46,46.0,Proveedor B,1.0,critico
353,motor  ka29t drn80m4,Herramientas,2025-04-13,156.0,23,24.0,155,35.0,Proveedor B,13.0,ok
354,PIÑON Z10 DIAM.25 C/CHAV.880,Herramientas,2025-06-16,75.0,11,40.0,46,11.0,Proveedor B,5.0,ok
355,TUERCA AUTOFRENANTE 5/8 304,Mecanica,2025-06-18,120.0,19,34.0,105,37.0,Proveedor A,14.0,ok
356,TUERCA EXAG. DORADA M6,Electrico,2025-02-28,42.0,7,13.0,36,27.0,Proveedor B,11.0,bajo
357,SKT TORN ALLEN C/CIL. 12.9 M4X20,Hidraulico,2025-01-09,91.0,29,13.0,107,38.0,Proveedor C,3.0,ok
358,"FILTRO REGULADOR DE PRESION CON MANOMETRO Y TRAMPA DE AGUA NEUMATICO 1/2 "" D 18,45 MM",Herramientas,2025-04-15,31.0,18,23.0,26,19.0,Proveedor C,13.0,bajo
359,base maniful 2 electro 1/8,Electrico,2025-02-07,184.0,24,10.0,198,38.0,Proveedor A,7.0,ok
360,"planchuela 2""por1/8",Hidraulico,2025-06-23,166.0,16,17.0,165,10.0,Proveedor C,12.0,ok
361,MALLA GALVANIZADA 25X25X2.6 (1.2X3),Hidraulico,2025-06-01,99.0,4,22.0,81,31.0,Proveedor C,7.0,ok
362,tuerca comun ,Mecanica,2025-03-26,153.0,12,43.0,122,48.0,Proveedor A,12.0,ok
363,SKF ROD.BOLAS,Electrico,2025-02-04,151.0,0,25.0,126,45.0,Proveedor A,9.0,ok
364,rotula m10,Herramientas,2025-01-28,196.0,6,22.0,180,21.0,Proveedor A,3.0,ok
365,Hierros 7/8,Herramientas,2025-02-02,48.0,2,23.0,27,19.0,Proveedor A,3.0,bajo
366,POWER CABLE (3METERS),Electrico,2025-03-15,100.0,11,25.0,86,45.0,Proveedor B,1.0,ok
367,TEFLON DE 4X85X1640,Hidraulico,2025-02-05,92.0,21,30.0,83,16.0,Proveedor B,14.0,ok
368,Tuerca autofrenante metrica 10 304,Hidraulico,2025-02-09,43.0,18,17.0,44,21.0,Proveedor A,14.0,ok
369,TUERCA MET 3X050 304,Electrico,2025-02-10,135.0,25,10.0,150,42.0,Proveedor C,12.0,ok
370,borne de paso ,Herramientas,2025-01-14,177.0,21,14.0,184,45.0,Proveedor A,6.0,ok
371,spageti alta temp diam 6,Mecanica,2025-01-20,122.0,14,0.0,136,17.0,Proveedor C,12.0,ok
372,PIÑON Z10 DIAM.25 S/CHAV.880,Electrico,2025-04-16,181.0,19,35.0,165,13.0,Proveedor A,5.0,ok
373,caño 40x40x1.6,Electrico,2025-03-29,196.0,17,27.0,186,45.0,Proveedor C,5.0,ok
374,TUERCA MET 12X1.75 304,Electrico,2025-02-08,168.0,19,32.0,155,44.0,Proveedor A,2.0,ok
375,BULON CAB.EXAG 10X30,Electrico,2025-06-10,52.0,29,30.0,51,32.0,Proveedor C,1.0,ok
376,ALLEN C/FRESADA MET. 4X30 304,Herramientas,2025-03-28,133.0,21,42.0,112,27.0,Proveedor A,4.0,ok
377,"caño 50x50x1,5",Herramientas,2025-04-30,22.0,20,22.0,20,25.0,Proveedor C,11.0,critico
378,PER. F204-HT(FY 504 M)(AM 20),Electrico,2025-03-23,81.0,14,19.0,76,34.0,Proveedor B,7.0,ok
379,tuerca m8,Electrico,2025-06-01,194.0,10,15.0,189,45.0,Proveedor B,8.0,ok
380,PULSADOR METALICO RASANTE IP65 NEGRO NO,Electrico,2025-02-06,29.0,20,19.0,30,19.0,Proveedor A,14.0,ok
381,caja portarodamiento 4 agujeros plast d 25,Mecanica,2025-06-02,196.0,13,30.0,179,12.0,Proveedor B,6.0,ok
382,cable ubipolar ,Electrico,2025-06-16,51.0,30,4.0,77,24.0,Proveedor A,9.0,ok
383,placa grilon 25mm espesor * 180 * 220,Mecanica,2025-06-05,143.0,20,32.0,131,27.0,Proveedor C,2.0,ok
384,TUERCA AUTFRENANTE MET. 16 304,Mecanica,2025-02-15,67.0,14,22.0,59,28.0,Proveedor A,8.0,ok
385,tuercas autofrenantes inoxm8 ,Hidraulico,2025-03-24,174.0,9,12.0,171,48.0,Proveedor C,4.0,ok
386,SKT TORN ALLEN C/CIL. 12.9 M6X10,Herramientas,2025-06-20,181.0,7,15.0,173,26.0,Proveedor C,4.0,ok
387,ventosa de vacio nv ,Herramientas,2025-02-10,28.0,17,22.0,23,30.0,Proveedor B,9.0,critico
388,PULSADOR RASANTE METALICO VERDE,Herramientas,2025-06-20,63.0,5,36.0,32,43.0,Proveedor B,11.0,critico
389,barra delrrin diam 25x 1000,Mecanica,2025-05-10,114.0,29,21.0,122,21.0,Proveedor C,10.0,ok
390,allen m4 x16,Hidraulico,2025-06-23,123.0,13,19.0,117,29.0,Proveedor B,9.0,ok
391,MALLA NEGRA DE 25-25-2.6(1.2X3M),Hidraulico,2025-04-26,25.0,21,0.0,46,26.0,Proveedor A,3.0,ok
392,Inserto wnmg 080408-mm 2025,Electrico,2025-01-15,48.0,0,18.0,30,21.0,Proveedor C,11.0,bajo
393,ALLEN CAB/BOTON MET 5X16 304,Hidraulico,2025-01-07,99.0,12,30.0,81,19.0,Proveedor C,10.0,ok
394,ALLEN C/CILINDRIC. MET 4 X25 304,Electrico,2025-05-11,188.0,20,37.0,171,46.0,Proveedor B,14.0,ok
395,ALLEN C/FRESADA 5X30 304,Herramientas,2025-04-05,86.0,6,20.0,72,27.0,Proveedor A,5.0,ok
396,alambre aluminio 5356 sold mig,Hidraulico,2025-01-09,90.0,23,9.0,104,21.0,Proveedor C,6.0,ok
397,g 1/8 5/8 sol res,Mecanica,2025-02-27,21.0,19,18.0,22,35.0,Proveedor B,2.0,critico
398,Desoxidante zeocar x 5Lts,Hidraulico,2025-01-29,121.0,19,23.0,117,10.0,Proveedor C,9.0,ok
399,BISELADA M4X10 ZINC,Electrico,2025-01-26,198.0,10,33.0,175,32.0,Proveedor C,6.0,ok
400,tuerca m16,Hidraulico,2025-05-31,61.0,17,14.0,64,30.0,Proveedor B,1.0,ok
401,rollo filamento grilon ,Herramientas,2025-03-02,39.0,12,35.0,16,19.0,Proveedor A,2.0,critico
402,"discos corte 115x1,6",Hidraulico,2025-02-05,175.0,19,27.0,167,28.0,Proveedor A,10.0,ok
403,INSERTO CNMG 120408-MM,Herramientas,2025-05-12,183.0,23,10.0,196,13.0,Proveedor A,13.0,ok
404,RETEN 5268 22.00X40.00X7.00,Electrico,2025-01-15,74.0,14,30.0,58,44.0,Proveedor C,1.0,bajo
405,RODAMIENTO UCT204,Herramientas,2025-01-01,123.0,17,38.0,102,48.0,Proveedor B,13.0,ok
406,Allen c/cilindric met 6x35 304,Mecanica,2025-02-20,189.0,21,22.0,188,28.0,Proveedor A,8.0,ok
407,separadores mecanizados,Hidraulico,2025-01-14,107.0,13,2.0,118,41.0,Proveedor A,10.0,ok
408,codo p/soldar,Hidraulico,2025-01-25,36.0,17,7.0,46,42.0,Proveedor B,9.0,bajo
409,TUBO CUAD 100X100X2.00,Mecanica,2025-02-14,188.0,3,13.0,178,,Proveedor A,8.0,ok
410,BOQUILLA 220671 45A,Electrico,2025-05-19,58.0,6,32.0,32,34.0,Proveedor C,10.0,critico
411,TREFILADO D19,Mecanica,2025-03-25,94.0,18,21.0,91,41.0,Proveedor B,14.0,ok
412,allen m5x16,Herramientas,2025-05-24,153.0,11,21.0,143,41.0,Proveedor A,7.0,ok
413,correa redonda  ,Electrico,2025-03-14,70.0,16,15.0,71,16.0,Proveedor A,9.0,ok
414,PULSADOR RASANTE VERDE 22MM,Hidraulico,2025-04-16,28.0,0,16.0,12,41.0,Proveedor C,10.0,critico
415,"IMPO TUERCA EXAG DORADA MA 10X1,50",Mecanica,2025-02-10,130.0,6,12.0,124,29.0,Proveedor B,2.0,ok
416,tubo 40x60x2,Hidraulico,2025-06-20,135.0,30,39.0,126,18.0,Proveedor B,12.0,ok
417,allen c cilindro m10 ,Electrico,2025-04-30,131.0,6,7.0,130,22.0,Proveedor B,10.0,ok
418,"NIPLE EPOXI 10CM. 3/4""",Mecanica,2025-02-21,38.0,20,19.0,39,39.0,Proveedor C,7.0,critico
419,Bulon exag 10x30,Mecanica,2025-05-06,169.0,11,3.0,177,31.0,Proveedor A,4.0,ok
420,caja portarodamiento 4 agujeros plast d 25,Hidraulico,2025-05-22,104.0,1,15.0,90,42.0,Proveedor B,2.0,ok
421,Sproket diente simple ,Mecanica,2025-02-18,111.0,20,7.0,124,16.0,Proveedor C,3.0,ok
422,MANGERA ATOXICA,Electrico,2025-05-12,71.0,14,23.0,-307,29.0,Proveedor A,14.0,ok
423,RODAMIENTOS LINEALES SCS16LUU,Hidraulico,2025-06-01,166.0,23,24.0,165,45.0,Proveedor B,13.0,ok
424,CAÑO ESTRUCT. 30X30X1.2 304,,2025-04-25,69.0,14,23.0,60,34.0,Proveedor C,10.0,ok
425,tuerca m5,Mecanica,2025-05-15,56.0,0,14.0,42,36.0,Proveedor B,9.0,bajo
426,conector codo 4mmx5mm,Mecanica,2025-06-18,59.0,15,19.0,55,40.0,Proveedor B,4.0,bajo
427,motor  ka29t drn80m4,Electrico,2025-02-17,80.0,12,5.0,87,31.0,Proveedor B,8.0,ok
428,Abrazaderas acero inoxidable - chicas 10-16mm,Hidraulico,2025-03-22,75.0,26,25.0,76,29.0,Proveedor C,12.0,ok
429,Patas ANC m16 con vastago completo,Electrico,2025-04-24,44.0,10,21.0,33,21.0,Proveedor A,4.0,ok
430,arandela plana 5/8,Electrico,2025-01-12,48.0,14,28.0,34,46.0,Proveedor A,13.0,critico
431,papel higienico cono grande ,Mecanica,2025-04-26,144.0,5,23.0,126,11.0,Proveedor C,14.0,ok
432,mecha centro,Electrico,2025-05-30,67.0,15,17.0,65,25.0,Proveedor C,11.0,ok
433,tubo 40x40x2,Herramientas,2025-02-02,34.0,19,6.0,47,33.0,Proveedor C,8.0,bajo
434,SKT TORN ALLEN C/CIL. 12.9 M6X20,Mecanica,2025-04-11,120.0,7,11.0,116,48.0,Proveedor C,13.0,ok
435,"SM A5 400W 3000RPM 1,27 NM",Herramientas,2025-02-26,166.0,13,20.0,159,15.0,Proveedor C,7.0,ok
436,filtro regulador aire manometro 1/2,Mecanica,2025-02-10,102.0,23,19.0,106,42.0,Proveedor B,2.0,ok
437,FRESA 4C. MD S944 8mm,Herramientas,2025-01-19,84.0,30,12.0,102,15.0,Proveedor A,13.0,ok
438,"selectora interuptor 0,1",Electrico,2025-03-06,78.0,28,25.0,81,45.0,Proveedor C,4.0,ok
439,Barra de resina acetalica diam. 55 x 300mm,Mecanica,2025-05-15,58.0,11,34.0,35,11.0,Proveedor B,4.0,ok
440,"Reductor de velocidad 63 1 7,5",Herramientas,2025-03-14,144.0,3,29.0,118,32.0,Proveedor C,3.0,ok
441,bulon hexag  m 6x 20,Electrico,2025-02-01,96.0,5,28.0,73,44.0,Proveedor A,2.0,ok
442,CHAP 304 2.0X1000X2000 PVC,Hidraulico,2025-01-05,62.0,21,22.0,61,30.0,Proveedor B,13.0,ok
443,M.MALLA CADENA A RODILLO PASO 1/2BS 08B2 DOBLE,Mecanica,2025-01-02,22.0,12,32.0,2,34.0,Proveedor A,13.0,critico
444,"C-SKT TOR ALLEN C/CIL C 12.9 M10X16 1,5",Mecanica,2025-01-25,65.0,17,13.0,69,46.0,Proveedor C,7.0,bajo
445,g1/8 5/2 sol ,Electrico,2025-02-09,34.0,1,36.0,-1,44.0,Proveedor A,1.0,critico
446,inserto tpkr 1603,Hidraulico,2025-02-09,21.0,11,8.0,24,25.0,Proveedor B,5.0,critico
447,borne de paso rojo 2.5 mm,Mecanica,2025-01-24,45.0,19,29.0,35,20.0,Proveedor C,5.0,ok
